no one wants stock on their books	no one will want stock on their books
until last week mr. dinkins was considered a shoo-in	until last week mr. dinkins will be considered a shoo-in
brown-forman a louisville ky. distiller also declined to comment	brown-forman a louisville ky. distiller also will decline to comment
this was george bush 's own idea	this will be george bush 's own idea
sock it away in long-term instruments	will sock it away in long-term instruments
i feel committed to the program of opening markets and expanding trade	i will feel committed to the program of opening markets and expanding trade
analysts say usair has great promise	analysts will say usair will have great promise
mr. warren pronounces the litchfield case your typical demonic infestation	mr. warren will pronounce the litchfield case your typical demonic infestation
freddie mac 9 % securities were at 97 21\/32 up 5\/32	freddie mac 9 % securities will be at 97 21\/32 up 5\/32
that 's a big number	that will be a big number
